[rosmaster.main][INFO] 2023-09-04 14:31:18,680: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2023-09-04 14:31:18,680: Starting ROS Master Node
[rosmaster.master][INFO] 2023-09-04 14:31:18,774: +PARAM [/camera/realsense2_camera/depth_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,774: +PARAM [/camera/realsense2_camera/infra1_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,774: +PARAM [/camera/realsense2_camera/infra2_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,774: +PARAM [/camera/realsense2_camera/color_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,774: +PARAM [/camera/realsense2_camera/fisheye_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,774: +PARAM [/camera/realsense2_camera/fisheye1_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,775: +PARAM [/camera/realsense2_camera/fisheye2_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,777: +PARAM [/camera/realsense2_camera/accel_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,778: +PARAM [/camera/realsense2_camera/gyro_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,778: +PARAM [/camera/realsense2_camera/pose_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,778: +PARAM [/camera/realsense2_camera/depth_optical_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,778: +PARAM [/camera/realsense2_camera/infra1_optical_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,778: +PARAM [/camera/realsense2_camera/infra2_optical_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,778: +PARAM [/camera/realsense2_camera/color_optical_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,778: +PARAM [/camera/realsense2_camera/fisheye_optical_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,778: +PARAM [/camera/realsense2_camera/fisheye1_optical_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,778: +PARAM [/camera/realsense2_camera/fisheye2_optical_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,778: +PARAM [/camera/realsense2_camera/accel_optical_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,779: +PARAM [/camera/realsense2_camera/gyro_optical_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,779: +PARAM [/camera/realsense2_camera/imu_optical_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,779: +PARAM [/camera/realsense2_camera/pose_optical_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,779: +PARAM [/camera/realsense2_camera/aligned_depth_to_color_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,779: +PARAM [/camera/realsense2_camera/aligned_depth_to_infra1_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,779: +PARAM [/camera/realsense2_camera/aligned_depth_to_infra2_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,779: +PARAM [/camera/realsense2_camera/aligned_depth_to_fisheye_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,779: +PARAM [/camera/realsense2_camera/aligned_depth_to_fisheye1_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,779: +PARAM [/camera/realsense2_camera/aligned_depth_to_fisheye2_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,779: +PARAM [/camera/realsense2_camera/publish_tf] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,780: +PARAM [/camera/realsense2_camera/tf_publish_rate] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,780: +PARAM [/camera/realsense2_camera/odom_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,780: +PARAM [/camera/realsense2_camera/topic_odom_in] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,780: +PARAM [/camera/realsense2_camera/calib_odom_file] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,780: +PARAM [/camera/realsense2_camera/publish_odom_tf] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,780: +PARAM [/camera/realsense2_camera/stereo_module/exposure/1] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,780: +PARAM [/camera/realsense2_camera/stereo_module/gain/1] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,780: +PARAM [/camera/realsense2_camera/stereo_module/exposure/2] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,780: +PARAM [/camera/realsense2_camera/stereo_module/gain/2] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,780: +PARAM [/camera/realsense2_camera/filters] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,780: +PARAM [/camera/realsense2_camera/clip_distance] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,780: +PARAM [/camera/realsense2_camera/linear_accel_cov] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,781: +PARAM [/camera/realsense2_camera/initial_reset] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,781: +PARAM [/camera/realsense2_camera/reconnect_timeout] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,781: +PARAM [/camera/realsense2_camera/wait_for_device_timeout] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,781: +PARAM [/camera/realsense2_camera/unite_imu_method] by /roslaunch
[rosmaster.master][INFO] 2023-09-04 14:31:18,777: +SERVICE [/rosout/get_loggers] /rosout http://ubuntu:42673/
[rosmaster.master][INFO] 2023-09-04 14:31:18,782: +SERVICE [/rosout/set_logger_level] /rosout http://ubuntu:42673/
[rosmaster.master][INFO] 2023-09-04 14:31:18,784: +PUB [/rosout_agg] /rosout http://ubuntu:42673/
[rosmaster.master][INFO] 2023-09-04 14:31:18,787: +SUB [/rosout] /rosout http://ubuntu:42673/
[rosmaster.master][INFO] 2023-09-04 14:31:18,878: +PUB [/rosout] /camera/realsense2_camera http://ubuntu:35565/
[rosmaster.master][INFO] 2023-09-04 14:31:18,879: +SERVICE [/camera/realsense2_camera/get_loggers] /camera/realsense2_camera http://ubuntu:35565/
[rosmaster.master][INFO] 2023-09-04 14:31:18,880: +SERVICE [/camera/realsense2_camera/set_logger_level] /camera/realsense2_camera http://ubuntu:35565/
[rosmaster.master][INFO] 2023-09-04 14:31:18,881: +CACHEDPARAM [/rosout_disable_topics_generation] by /camera/realsense2_camera
[rosmaster.master][INFO] 2023-09-04 14:31:18,882: publisherUpdate[/rosout] -> http://ubuntu:42673/ ['http://ubuntu:35565/']
[rosmaster.master][INFO] 2023-09-04 14:31:18,887: publisherUpdate[/rosout] -> http://ubuntu:42673/ ['http://ubuntu:35565/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-09-04 14:31:18,889: +PARAM [/camera/realsense2_camera] by /camera/realsense2_camera
[rosmaster.master][INFO] 2023-09-04 14:31:18,890: +PUB [/rosout] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:18,891: +SERVICE [/camera/realsense2_camera_manager/get_loggers] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:18,891: +SERVICE [/camera/realsense2_camera_manager/set_logger_level] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:18,893: +CACHEDPARAM [/rosout_disable_topics_generation] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:18,895: +SERVICE [/camera/realsense2_camera_manager/load_nodelet] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:18,896: +SERVICE [/camera/realsense2_camera_manager/unload_nodelet] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:18,897: +SERVICE [/camera/realsense2_camera_manager/list] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:18,986: publisherUpdate[/rosout] -> http://ubuntu:42673/ ['http://ubuntu:35565/', 'http://ubuntu:35333/']
[rosmaster.master][INFO] 2023-09-04 14:31:18,989: publisherUpdate[/rosout] -> http://ubuntu:42673/ ['http://ubuntu:35565/', 'http://ubuntu:35333/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-09-04 14:31:19,222: +CACHEDPARAM [/rosout/omit_topics] by /rosout
[rosmaster.master][INFO] 2023-09-04 14:31:19,225: +PUB [/camera/realsense2_camera_manager/bond] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:19,229: +SUB [/camera/realsense2_camera_manager/bond] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:19,250: +SERVICE [/camera/enable] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:19,253: +SERVICE [/camera/realsense2_camera/reset] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:19,291: +PUB [/camera/realsense2_camera_manager/bond] /camera/realsense2_camera http://ubuntu:35565/
[rosmaster.master][INFO] 2023-09-04 14:31:19,295: +SUB [/camera/realsense2_camera_manager/bond] /camera/realsense2_camera http://ubuntu:35565/
[rosmaster.master][INFO] 2023-09-04 14:31:19,388: publisherUpdate[/camera/realsense2_camera_manager/bond] -> http://ubuntu:35333/ ['http://ubuntu:35333/', 'http://ubuntu:35565/']
[rosmaster.master][INFO] 2023-09-04 14:31:19,391: publisherUpdate[/camera/realsense2_camera_manager/bond] -> http://ubuntu:35333/ ['http://ubuntu:35333/', 'http://ubuntu:35565/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-09-04 14:31:19,584: +PUB [/tf_static] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:19,585: +PUB [/tf] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:23,239: +PUB [/camera/stereo_module/parameter_descriptions] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:23,241: +PUB [/camera/stereo_module/parameter_updates] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:23,242: +SERVICE [/camera/stereo_module/set_parameters] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:24,850: +PUB [/camera/rgb_camera/parameter_descriptions] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:24,851: +PUB [/camera/rgb_camera/parameter_updates] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:24,852: +SERVICE [/camera/rgb_camera/set_parameters] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:24,856: +PUB [/camera/motion_module/parameter_descriptions] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:24,857: +PUB [/camera/motion_module/parameter_updates] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:24,857: +SERVICE [/camera/motion_module/set_parameters] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:24,862: +PUB [/diagnostics] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:24,864: +CACHEDPARAM [/camera/realsense2_camera_manager/diagnostic_period] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:24,868: +PUB [/camera/depth/image_rect_raw/compressedDepth] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:24,869: +SERVICE [/camera/depth/image_rect_raw/compressedDepth/set_parameters] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:24,870: +PUB [/camera/depth/image_rect_raw/compressedDepth/parameter_descriptions] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:24,872: +PUB [/camera/depth/image_rect_raw/compressedDepth/parameter_updates] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:24,880: +PARAM [/camera/depth/image_rect_raw/compressedDepth/format] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:24,882: +PARAM [/camera/depth/image_rect_raw/compressedDepth/depth_max] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:24,884: +PARAM [/camera/depth/image_rect_raw/compressedDepth/depth_quantization] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:24,886: +PARAM [/camera/depth/image_rect_raw/compressedDepth/png_level] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:24,887: +PARAM [/camera/depth/image_rect_raw/compressedDepth/format] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:24,891: +PARAM [/camera/depth/image_rect_raw/compressedDepth/depth_max] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:24,892: +PARAM [/camera/depth/image_rect_raw/compressedDepth/depth_quantization] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:24,894: +PARAM [/camera/depth/image_rect_raw/compressedDepth/png_level] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:24,899: +PUB [/camera/depth/image_rect_raw/compressed] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:24,901: +SERVICE [/camera/depth/image_rect_raw/compressed/set_parameters] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:24,904: +PUB [/camera/depth/image_rect_raw/compressed/parameter_descriptions] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:24,906: +PUB [/camera/depth/image_rect_raw/compressed/parameter_updates] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:24,914: +PARAM [/camera/depth/image_rect_raw/compressed/format] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:24,916: +PARAM [/camera/depth/image_rect_raw/compressed/jpeg_quality] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:24,918: +PARAM [/camera/depth/image_rect_raw/compressed/jpeg_progressive] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:24,919: +PARAM [/camera/depth/image_rect_raw/compressed/jpeg_optimize] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:24,921: +PARAM [/camera/depth/image_rect_raw/compressed/jpeg_restart_interval] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:24,923: +PARAM [/camera/depth/image_rect_raw/compressed/png_level] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:24,925: +PARAM [/camera/depth/image_rect_raw/compressed/format] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:24,927: +PARAM [/camera/depth/image_rect_raw/compressed/jpeg_quality] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:24,929: +PARAM [/camera/depth/image_rect_raw/compressed/jpeg_progressive] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:24,932: +PARAM [/camera/depth/image_rect_raw/compressed/jpeg_optimize] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:24,933: +PARAM [/camera/depth/image_rect_raw/compressed/jpeg_restart_interval] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:24,935: +PARAM [/camera/depth/image_rect_raw/compressed/png_level] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:24,939: +PUB [/camera/depth/image_rect_raw] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:24,948: +PUB [/camera/depth/image_rect_raw/theora] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:24,951: +SERVICE [/camera/depth/image_rect_raw/theora/set_parameters] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:24,954: +PUB [/camera/depth/image_rect_raw/theora/parameter_descriptions] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:24,956: +PUB [/camera/depth/image_rect_raw/theora/parameter_updates] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:24,963: +PARAM [/camera/depth/image_rect_raw/theora/optimize_for] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:24,965: +PARAM [/camera/depth/image_rect_raw/theora/target_bitrate] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:24,967: +PARAM [/camera/depth/image_rect_raw/theora/quality] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:24,969: +PARAM [/camera/depth/image_rect_raw/theora/keyframe_frequency] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:24,971: +PARAM [/camera/depth/image_rect_raw/theora/optimize_for] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:24,973: +PARAM [/camera/depth/image_rect_raw/theora/target_bitrate] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:24,974: +PARAM [/camera/depth/image_rect_raw/theora/quality] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:24,977: +PARAM [/camera/depth/image_rect_raw/theora/keyframe_frequency] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:24,978: +PUB [/camera/depth/camera_info] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:24,980: +PUB [/camera/depth/metadata] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:24,984: +PUB [/camera/color/image_raw/compressedDepth] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:24,986: +SERVICE [/camera/color/image_raw/compressedDepth/set_parameters] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:24,988: +PUB [/camera/color/image_raw/compressedDepth/parameter_descriptions] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:24,989: +PUB [/camera/color/image_raw/compressedDepth/parameter_updates] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:24,999: +PARAM [/camera/color/image_raw/compressedDepth/format] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:25,001: +PARAM [/camera/color/image_raw/compressedDepth/depth_max] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:25,003: +PARAM [/camera/color/image_raw/compressedDepth/depth_quantization] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:25,006: +PARAM [/camera/color/image_raw/compressedDepth/png_level] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:25,007: +PARAM [/camera/color/image_raw/compressedDepth/format] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:25,009: +PARAM [/camera/color/image_raw/compressedDepth/depth_max] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:25,011: +PARAM [/camera/color/image_raw/compressedDepth/depth_quantization] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:25,012: +PARAM [/camera/color/image_raw/compressedDepth/png_level] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2023-09-04 14:31:25,014: +PUB [/camera/color/image_raw/compressed] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:25,016: +SERVICE [/camera/color/image_raw/compressed/set_parameters] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:25,018: +PUB [/camera/color/image_raw/compressed/parameter_descriptions] /camera/realsense2_camera_manager http://ubuntu:35333/
[rosmaster.master][INFO] 2023-09-04 14:31:25,019: +PUB [/camera/color/image_raw/compressed/parameter_updates] /camera/realsense2_camera_manager http://ubuntu:35333/
